"subject","total","days","grade","sheet_n","date","student"
"resets",3,14,0.214285714285714,1,2023-08-01,"141"
"cp",7,13,0.538461538461538,1,2023-08-01,"172"
"reading",6,13,0.461538461538462,1,2023-08-01,"172"
"writing",10,13,0.769230769230769,1,2023-08-01,"172"
"spelling",5,13,0.384615384615385,1,2023-08-01,"172"
"math",13,13,1,1,2023-08-01,"172"
"la",7,13,0.538461538461538,1,2023-08-01,"172"
"vocab",3,6,0.5,1,2023-08-01,"172"
"resets",NA,NA,NA,1,2023-08-01,"172"
"cp",2,11,0.181818181818182,1,2023-08-01,"827"
"directive",9,11,0.818181818181818,1,2023-08-01,"827"
"art",9,11,0.818181818181818,1,2023-08-01,"827"
"activity",7,11,0.636363636363636,1,2023-08-01,"827"
"math",10,11,0.909090909090909,1,2023-08-01,"827"
"reading",17,11,1.54545454545455,1,2023-08-01,"827"
"shapes",19,11,1.72727272727273,1,2023-08-01,"827"
"phonics",21,11,1.90909090909091,1,2023-08-01,"827"
"cp",0,10,0,1,2023-08-01,"145"
"directive",9,10,0.9,1,2023-08-01,"145"
"art",8,10,0.8,1,2023-08-01,"145"
"activity",6,10,0.6,1,2023-08-01,"145"
"math",10,10,1,1,2023-08-01,"145"
"la",2,10,0.2,1,2023-08-01,"145"
"phonics",6,10,0.6,1,2023-08-01,"145"
"spelling",2,10,0.2,1,2023-08-01,"145"
"resets",1,10,0.1,1,2023-08-01,"145"
"cp",4,12,0.333333333333333,1,2023-08-01,"508"
"directive",12,12,1,1,2023-08-01,"508"
"art",12,12,1,1,2023-08-01,"508"
"activity",12,12,1,1,2023-08-01,"508"
"writing",5,12,0.416666666666667,1,2023-08-01,"508"
"la",3,12,0.25,1,2023-08-01,"508"
"sightwords",11,12,0.916666666666667,1,2023-08-01,"508"
"spelling",26,12,2.16666666666667,1,2023-08-01,"508"
"resets",1,12,0.0833333333333333,1,2023-08-01,"508"
"cp",0,12,0,1,2023-08-01,"969"
"directive",12,12,1,1,2023-08-01,"969"
"art",12,12,1,1,2023-08-01,"969"
"activity",12,12,1,1,2023-08-01,"969"
"math",4,12,0.333333333333333,1,2023-08-01,"969"
"reading",2,12,0.166666666666667,1,2023-08-01,"969"
"phonics",4,12,0.333333333333333,1,2023-08-01,"969"
"spelling",5,12,0.416666666666667,1,2023-08-01,"969"
"resets",1,12,0.0833333333333333,1,2023-08-01,"969"
"cp",0,11,0,1,2023-08-01,"799"
"directive",10,11,0.909090909090909,1,2023-08-01,"799"
"art",10,11,0.909090909090909,1,2023-08-01,"799"
"activity",10,11,0.909090909090909,1,2023-08-01,"799"
"math",1,11,0.0909090909090909,1,2023-08-01,"799"
"reading",3,11,0.272727272727273,1,2023-08-01,"799"
"phonics",4,11,0.363636363636364,1,2023-08-01,"799"
"spelling",2,11,0.181818181818182,1,2023-08-01,"799"
"resets",1,11,0.0909090909090909,1,2023-08-01,"799"
"cp",0,10,0,1,2023-08-01,"484"
"directive",2,10,0.2,1,2023-08-01,"484"
"art",1,10,0.1,1,2023-08-01,"484"
"activity",0,10,0,1,2023-08-01,"484"
"math",8,10,0.8,1,2023-08-01,"484"
"la",4,10,0.4,1,2023-08-01,"484"
"phonics",2,10,0.2,1,2023-08-01,"484"
"spelling",2,10,0.2,1,2023-08-01,"484"
"sightwords",2,10,0.2,1,2023-08-01,"484"
"reading",2,10,0.2,1,2023-08-01,"484"
"cp",8,10,0.8,1,2023-08-01,"948"
"math",10,10,1,1,2023-08-01,"948"
"la",10,10,1,1,2023-08-01,"948"
"phonics",8,10,0.8,1,2023-08-01,"948"
"spelling",9,10,0.9,1,2023-08-01,"948"
"writing",3,10,0.3,1,2023-08-01,"948"
"reading",5,10,0.5,1,2023-08-01,"948"
"math",12,12,1,2,2023-08-01,"259"
"sightwords",7,12,0.583333333333333,2,2023-08-01,"259"
"phonics",15,12,1.25,2,2023-08-01,"259"
"countingmoney",21,12,1.75,2,2023-08-01,"259"
"math",13,13,1,2,2023-08-01,"722"
"writing",11,13,0.846153846153846,2,2023-08-01,"722"
"languagearts",11,13,0.846153846153846,2,2023-08-01,"722"
"reading",13,13,1,2,2023-08-01,"722"
"math",11,11,1,2,2023-08-01,"430"
"la",6,6,1,2,2023-08-01,"430"
"reading",5,6,0.833333333333333,2,2023-08-01,"430"
"writing",8,11,0.727272727272727,2,2023-08-01,"430"
"spelling",6,6,1,2,2023-08-01,"430"
"vocab",5,6,0.833333333333333,2,2023-08-01,"430"
"phonics",3,6,0.5,2,2023-08-01,"430"
"math",8,12,0.666666666666667,2,2023-08-01,"504"
"la",7,6,1.16666666666667,2,2023-08-01,"504"
"reading",5,6,0.833333333333333,2,2023-08-01,"504"
"writing",20,12,1.66666666666667,2,2023-08-01,"504"
"spelling",3,6,0.5,2,2023-08-01,"504"
"sightwords",2,6,0.333333333333333,2,2023-08-01,"504"
"phonics",4,6,0.666666666666667,2,2023-08-01,"504"
"math",7,12,0.583333333333333,2,2023-08-01,"736"
"la",6,6,1,2,2023-08-01,"736"
"reading",4,6,0.666666666666667,2,2023-08-01,"736"
"writing",4,12,0.333333333333333,2,2023-08-01,"736"
"spelling",3,6,0.5,2,2023-08-01,"736"
"vocab",1,6,0.166666666666667,2,2023-08-01,"736"
"math",9,11,0.818181818181818,2,2023-08-01,"656"
"reading",7,6,1.16666666666667,2,2023-08-01,"656"
"writing",9,11,0.818181818181818,2,2023-08-01,"656"
"geography",0,6,0,2,2023-08-01,"656"
"la",12,6,2,2,2023-08-01,"656"
"science",0,6,0,2,2023-08-01,"656"
"testprep",2,6,0.333333333333333,2,2023-08-01,"656"
"algebra",5,6,0.833333333333333,2,2023-08-01,"656"
"geometry",8,6,1.33333333333333,2,2023-08-01,"656"
"wordproblems",10,6,1.66666666666667,2,2023-08-01,"656"
"math",14,13,1.07692307692308,2,2023-08-01,"635"
"la",10,6,1.66666666666667,2,2023-08-01,"635"
"reading",2,6,0.333333333333333,2,2023-08-01,"635"
"writing",3,13,0.230769230769231,2,2023-08-01,"635"
"spelling",5,6,0.833333333333333,2,2023-08-01,"635"
"vocab",3,6,0.5,2,2023-08-01,"635"
"math",11,16,0.6875,2,2023-08-01,"510"
"la",9,8,1.125,2,2023-08-01,"510"
"reading",6,8,0.75,2,2023-08-01,"510"
"writing",14,16,0.875,2,2023-08-01,"510"
"spelling",6,8,0.75,2,2023-08-01,"510"
"vocab",4,8,0.5,2,2023-08-01,"510"
"math",8,12,0.666666666666667,2,2023-08-01,"965"
"la",7,6,1.16666666666667,2,2023-08-01,"965"
"reading",6,6,1,2,2023-08-01,"965"
"writing",3,12,0.25,2,2023-08-01,"965"
"spelling",3,6,0.5,2,2023-08-01,"965"
"vocab",2,6,0.333333333333333,2,2023-08-01,"965"
"math",16,16,1,2,2023-08-01,"458"
"la",10,6,1.66666666666667,2,2023-08-01,"458"
"reading",6,6,1,2,2023-08-01,"458"
"writing",32,16,2,2,2023-08-01,"458"
"spelling",5,6,0.833333333333333,2,2023-08-01,"458"
"vocab",3,6,0.5,2,2023-08-01,"458"
"math",7,8,0.875,2,2023-08-01,"281"
"la",5,4,1.25,2,2023-08-01,"281"
"reading",4,4,1,2,2023-08-01,"281"
"writing",10,8,1.25,2,2023-08-01,"281"
"spelling",4,4,1,2,2023-08-01,"281"
"vocab",4,4,1,2,2023-08-01,"281"
"math",4,6,0.666666666666667,2,2023-08-01,"130"
"la",1,3,0.333333333333333,2,2023-08-01,"130"
"reading",4,3,1.33333333333333,2,2023-08-01,"130"
"writing",6,6,1,2,2023-08-01,"130"
"spelling",4,3,1.33333333333333,2,2023-08-01,"130"
"vocab",2,3,0.666666666666667,2,2023-08-01,"130"
"math",4,11,0.363636363636364,2,2023-08-01,"298"
"la",2,6,0.333333333333333,2,2023-08-01,"298"
"reading",4,6,0.666666666666667,2,2023-08-01,"298"
"writing",2,11,0.181818181818182,2,2023-08-01,"298"
"spelling",7,6,1.16666666666667,2,2023-08-01,"298"
"vocab",2,6,0.333333333333333,2,2023-08-01,"298"
"phonics",2,6,0.333333333333333,2,2023-08-01,"298"
"math",14,10,1.4,2,2023-08-01,"78"
"la",6,5,1.2,2,2023-08-01,"78"
"reading",5,5,1,2,2023-08-01,"78"
"writing",3,10,0.3,2,2023-08-01,"78"
"spelling",7,5,1.4,2,2023-08-01,"78"
"vocab",5,5,1,2,2023-08-01,"78"
"phonics",5,5,1,2,2023-08-01,"78"
"math",2,10,0.2,2,2023-08-01,"163"
"la",5,5,1,2,2023-08-01,"163"
"reading",5,5,1,2,2023-08-01,"163"
"writing",3,10,0.3,2,2023-08-01,"163"
"spelling",7,5,1.4,2,2023-08-01,"163"
"vocab",5,5,1,2,2023-08-01,"163"
"phonics",4,5,0.8,2,2023-08-01,"163"
"math",19,11,1.72727272727273,2,2023-08-01,"350"
"la",6,6,1,2,2023-08-01,"350"
"reading",6,6,1,2,2023-08-01,"350"
"writing",6,11,0.545454545454545,2,2023-08-01,"350"
"spelling",5,6,0.833333333333333,2,2023-08-01,"350"
"vocab",3,6,0.5,2,2023-08-01,"350"
"phonics",4,6,0.666666666666667,2,2023-08-01,"350"
"math",11,11,1,2,2023-08-01,"872"
"la",6,6,1,2,2023-08-01,"872"
"reading",5,6,0.833333333333333,2,2023-08-01,"872"
"writing",6,11,0.545454545454545,2,2023-08-01,"872"
"spelling",5,6,0.833333333333333,2,2023-08-01,"872"
"vocab",3,6,0.5,2,2023-08-01,"872"
"phonics",4,6,0.666666666666667,2,2023-08-01,"872"
"math",6,11,0.545454545454545,2,2023-08-01,"392"
"la",6,6,1,2,2023-08-01,"392"
"reading",6,6,1,2,2023-08-01,"392"
"writing",2,11,0.181818181818182,2,2023-08-01,"392"
"spelling",6,6,1,2,2023-08-01,"392"
"vocab",4,6,0.666666666666667,2,2023-08-01,"392"
"phonics",6,6,1,2,2023-08-01,"392"
"math",9,11,0.818181818181818,2,2023-08-01,"539"
"la",5,6,0.833333333333333,2,2023-08-01,"539"
"reading",5,6,0.833333333333333,2,2023-08-01,"539"
"wordproblems",3,6,0.5,2,2023-08-01,"539"
"spelling",4,6,0.666666666666667,2,2023-08-01,"539"
"sightwords",3,6,0.5,2,2023-08-01,"539"
"phonics",3,6,0.5,2,2023-08-01,"539"
"math",9,11,0.818181818181818,2,2023-08-01,"191"
"la",5,6,0.833333333333333,2,2023-08-01,"191"
"reading",6,6,1,2,2023-08-01,"191"
"writing",6,11,0.545454545454545,2,2023-08-01,"191"
"spelling",5,6,0.833333333333333,2,2023-08-01,"191"
"vocab",3,6,0.5,2,2023-08-01,"191"
"phonics",2,6,0.333333333333333,2,2023-08-01,"191"
"math",11,11,1,2,2023-08-01,"753"
"la",5,6,0.833333333333333,2,2023-08-01,"753"
"reading",5,6,0.833333333333333,2,2023-08-01,"753"
"writing",9,11,0.818181818181818,2,2023-08-01,"753"
"spelling",3,6,0.5,2,2023-08-01,"753"
"vocab",2,6,0.333333333333333,2,2023-08-01,"753"
"phonics",3,6,0.5,2,2023-08-01,"753"
"math",6,6,1,2,2023-08-01,"159"
"la",3,4,0.75,2,2023-08-01,"159"
"writing",6,6,1,2,2023-08-01,"159"
"spelling",5,6,0.833333333333333,2,2023-08-01,"159"
"phonics",5,6,0.833333333333333,2,2023-08-01,"159"
"cp",14,20,0.7,1,2023-09-01,"66"
"math",31,20,1.55,1,2023-09-01,"66"
"reading",16,20,0.8,1,2023-09-01,"66"
"la",25,20,1.25,1,2023-09-01,"66"
"spelling",18,20,0.9,1,2023-09-01,"66"
"phonics",7,8,0.875,1,2023-09-01,"66"
"geography",10,20,0.5,1,2023-09-01,"66"
"vocab",7,8,0.875,1,2023-09-01,"66"
"writing",10,20,0.5,1,2023-09-01,"66"
"cp",8,18,0.444444444444444,1,2023-09-01,"616"
"directive",12,18,0.666666666666667,1,2023-09-01,"616"
"art",10,18,0.555555555555556,1,2023-09-01,"616"
"activity",10,18,0.555555555555556,1,2023-09-01,"616"
"math",7,18,0.388888888888889,1,2023-09-01,"616"
"spelling",4,18,0.222222222222222,1,2023-09-01,"616"
"la",5,18,0.277777777777778,1,2023-09-01,"616"
"phonics",7,18,0.388888888888889,1,2023-09-01,"616"
"cp",16,17,0.941176470588235,1,2023-09-01,"506"
"directive",16,16,1,1,2023-09-01,"506"
"art",16,16,1,1,2023-09-01,"506"
"activity",16,16,1,1,2023-09-01,"506"
"math",12,16,0.75,1,2023-09-01,"506"
"spelling",10,16,0.625,1,2023-09-01,"506"
"reading",7,16,0.4375,1,2023-09-01,"506"
"phonics",15,16,0.9375,1,2023-09-01,"506"
"resets",0,16,0,1,2023-09-01,"506"
"cp",2,14,0.142857142857143,1,2023-09-01,"681"
"directive",12,14,0.857142857142857,1,2023-09-01,"681"
"art",11,14,0.785714285714286,1,2023-09-01,"681"
"activity",10,14,0.714285714285714,1,2023-09-01,"681"
"1-1positive",6,14,0.428571428571429,1,2023-09-01,"681"
"math",8,14,0.571428571428571,1,2023-09-01,"681"
"spelling",4,14,0.285714285714286,1,2023-09-01,"681"
"vocabulary",12,14,0.857142857142857,1,2023-09-01,"681"
"phonics",7,14,0.5,1,2023-09-01,"681"
"resets",3,14,0.214285714285714,1,2023-09-01,"681"
"cp",20,20,1,1,2023-09-01,"286"
"directive",20,20,1,1,2023-09-01,"286"
"art",20,20,1,1,2023-09-01,"286"
"activity",20,20,1,1,2023-09-01,"286"
"math",14,20,0.7,1,2023-09-01,"286"
"spelling",7,20,0.35,1,2023-09-01,"286"
"reading",6,20,0.3,1,2023-09-01,"286"
"phonics",8,20,0.4,1,2023-09-01,"286"
"resets",0,20,0,1,2023-09-01,"286"
"cp",1,19,0.0526315789473684,1,2023-09-01,"602"
"directive",18,19,0.947368421052632,1,2023-09-01,"602"
"art",17,19,0.894736842105263,1,2023-09-01,"602"
"activity",18,19,0.947368421052632,1,2023-09-01,"602"
"math",5,19,0.263157894736842,1,2023-09-01,"602"
"spelling",4,19,0.210526315789474,1,2023-09-01,"602"
"reading",1,19,0.0526315789473684,1,2023-09-01,"602"
"phonics",9,19,0.473684210526316,1,2023-09-01,"602"
"resets",NA,19,0,1,2023-09-01,"602"
"cp",14,19,0.736842105263158,1,2023-09-01,"626"
"directive",NA,19,0,1,2023-09-01,"626"
"activity",NA,19,0,1,2023-09-01,"626"
"writing",17,19,0.894736842105263,1,2023-09-01,"626"
"math",19,19,1,1,2023-09-01,"626"
"reading",18,19,0.947368421052632,1,2023-09-01,"626"
"spelling",27,19,1.42105263157895,1,2023-09-01,"626"
"cp",6,17,0.352941176470588,1,2023-09-01,"955"
"directive",16,17,0.941176470588235,1,2023-09-01,"955"
"art",16,17,0.941176470588235,1,2023-09-01,"955"
"activity",15,17,0.882352941176471,1,2023-09-01,"955"
"math",7,17,0.411764705882353,1,2023-09-01,"955"
"la",6,17,0.352941176470588,1,2023-09-01,"955"
"reading",7,17,0.411764705882353,1,2023-09-01,"955"
"phonics",11,17,0.647058823529412,1,2023-09-01,"955"
"resets",5,17,0.294117647058824,1,2023-09-01,"955"
"cp",12,19,0.631578947368421,1,2023-09-01,"141"
"directive",17,19,0.894736842105263,1,2023-09-01,"141"
"art",17,19,0.894736842105263,1,2023-09-01,"141"
"activity",16,19,0.842105263157895,1,2023-09-01,"141"
"math",33,19,1.73684210526316,1,2023-09-01,"141"
"la",11,19,0.578947368421053,1,2023-09-01,"141"
"reading",6,19,0.315789473684211,1,2023-09-01,"141"
"phonics",20,19,1.05263157894737,1,2023-09-01,"141"
"resets",2,19,0.105263157894737,1,2023-09-01,"141"
"cp",8,12,0.666666666666667,1,2023-09-01,"827"
"directive",12,12,1,1,2023-09-01,"827"
"art",10,12,0.833333333333333,1,2023-09-01,"827"
"activity",10,12,0.833333333333333,1,2023-09-01,"827"
"math",13,12,1.08333333333333,1,2023-09-01,"827"
"shapes",20,12,1.66666666666667,1,2023-09-01,"827"
"reading",12,12,1,1,2023-09-01,"827"
"phonics",20,12,1.66666666666667,1,2023-09-01,"827"
"cp",0,19,0,1,2023-09-01,"145"
"directive",18,19,0.947368421052632,1,2023-09-01,"145"
"art",17,19,0.894736842105263,1,2023-09-01,"145"
"activity",14,19,0.736842105263158,1,2023-09-01,"145"
"math",26,19,1.36842105263158,1,2023-09-01,"145"
"la",10,19,0.526315789473684,1,2023-09-01,"145"
"spelling",12,19,0.631578947368421,1,2023-09-01,"145"
"phonics",20,19,1.05263157894737,1,2023-09-01,"145"
"resets",2,19,0.105263157894737,1,2023-09-01,"145"
"cp",12,16,0.75,1,2023-09-01,"508"
"directive",15,16,0.9375,1,2023-09-01,"508"
"art",15,16,0.9375,1,2023-09-01,"508"
"activity",15,16,0.9375,1,2023-09-01,"508"
"writing",6,16,0.375,1,2023-09-01,"508"
"la",9,16,0.5625,1,2023-09-01,"508"
"sightwords",13,16,0.8125,1,2023-09-01,"508"
"spelling",13,16,0.8125,1,2023-09-01,"508"
"resets",1,16,0.0625,1,2023-09-01,"508"
"cp",5,20,0.25,1,2023-09-01,"969"
"directive",18,20,0.9,1,2023-09-01,"969"
"art",18,20,0.9,1,2023-09-01,"969"
"activity",18,20,0.9,1,2023-09-01,"969"
"math",30,20,1.5,1,2023-09-01,"969"
"spelling",12,20,0.6,1,2023-09-01,"969"
"reading",5,20,0.25,1,2023-09-01,"969"
"phonics",10,20,0.5,1,2023-09-01,"969"
"resets",18,20,0.9,1,2023-09-01,"969"
"cp",7,19,0.368421052631579,1,2023-09-01,"799"
"directive",17,19,0.894736842105263,1,2023-09-01,"799"
"art",17,19,0.894736842105263,1,2023-09-01,"799"
"activity",17,19,0.894736842105263,1,2023-09-01,"799"
"math",6,19,0.315789473684211,1,2023-09-01,"799"
"spelling",7,19,0.368421052631579,1,2023-09-01,"799"
"reading",6,19,0.315789473684211,1,2023-09-01,"799"
"phonics",6,19,0.315789473684211,1,2023-09-01,"799"
"resets",1,19,0.0526315789473684,1,2023-09-01,"799"
"cp",10,20,0.5,1,2023-09-01,"484"
"directive",17,20,0.85,1,2023-09-01,"484"
"art",14,20,0.7,1,2023-09-01,"484"
"activity",7,20,0.35,1,2023-09-01,"484"
"math",10,20,0.5,1,2023-09-01,"484"
"writing",20,20,1,1,2023-09-01,"484"
"reading",4,20,0.2,1,2023-09-01,"484"
"basicreading",2,20,0.1,1,2023-09-01,"484"
"cp",NA,10,0,1,2023-09-01,"948"
"math",46,14,3.28571428571429,1,2023-09-01,"948"
"la",9,14,0.642857142857143,1,2023-09-01,"948"
"phonics",16,14,1.14285714285714,1,2023-09-01,"948"
"spelling",19,14,1.35714285714286,1,2023-09-01,"948"
"writing",5,14,0.357142857142857,1,2023-09-01,"948"
"reading",9,14,0.642857142857143,1,2023-09-01,"948"
"cp",NA,NA,NA,2,2023-09-01,"259"
"math",11,11,1,2,2023-09-01,"259"
"reading",11,11,1,2,2023-09-01,"259"
"sightwords",11,11,1,2,2023-09-01,"259"
"phonics",11,11,1,2,2023-09-01,"259"
"la",11,11,1,2,2023-09-01,"259"
"spelling",11,11,1,2,2023-09-01,"259"
"cp",NA,NA,NA,2,2023-09-01,"504"
"math",12,19,0.631578947368421,2,2023-09-01,"504"
"writing",9,19,0.473684210526316,2,2023-09-01,"504"
"reading",9,8,1.125,2,2023-09-01,"504"
"la",7,8,0.875,2,2023-09-01,"504"
"spelling",7,8,0.875,2,2023-09-01,"504"
"sightwords",11,8,1.375,2,2023-09-01,"504"
"phonics",8,8,1,2,2023-09-01,"504"
"cp",NA,NA,NA,2,2023-09-01,"635"
"math",24,19,1.26315789473684,2,2023-09-01,"635"
"writing",21,19,1.10526315789474,2,2023-09-01,"635"
"reading",8,9,0.888888888888889,2,2023-09-01,"635"
"la",9,9,1,2,2023-09-01,"635"
"spelling",10,9,1.11111111111111,2,2023-09-01,"635"
"vocab",9,9,1,2,2023-09-01,"635"
"phonics",8,9,0.888888888888889,2,2023-09-01,"635"
"cp",NA,NA,NA,2,2023-09-01,"510"
"math",13,18,0.722222222222222,2,2023-09-01,"510"
"writing",24,18,1.33333333333333,2,2023-09-01,"510"
"reading",8,9,0.888888888888889,2,2023-09-01,"510"
"la",7,9,0.777777777777778,2,2023-09-01,"510"
"spelling",10,9,1.11111111111111,2,2023-09-01,"510"
"vocab",10,9,1.11111111111111,2,2023-09-01,"510"
"phonics",6,9,0.666666666666667,2,2023-09-01,"510"
"cp",NA,NA,NA,2,2023-09-01,"458"
"math",39,20,1.95,2,2023-09-01,"458"
"writing",45,20,2.25,2,2023-09-01,"458"
"reading",9,10,0.9,2,2023-09-01,"458"
"la",9,10,0.9,2,2023-09-01,"458"
"spelling",10,10,1,2,2023-09-01,"458"
"sightwords",12,10,1.2,2,2023-09-01,"458"
"phonics",9,10,0.9,2,2023-09-01,"458"
"cp",NA,NA,NA,2,2023-09-01,"281"
"math",18,12,1.5,2,2023-09-01,"281"
"writing",18,12,1.5,2,2023-09-01,"281"
"reading",5,6,0.833333333333333,2,2023-09-01,"281"
"la",5,6,0.833333333333333,2,2023-09-01,"281"
"spelling",6,6,1,2,2023-09-01,"281"
"vocab",5,6,0.833333333333333,2,2023-09-01,"281"
"phonics",5,6,0.833333333333333,2,2023-09-01,"281"
"cp",NA,NA,NA,2,2023-09-01,"350"
"math",38,15,2.53333333333333,2,2023-09-01,"350"
"writing",25,15,1.66666666666667,2,2023-09-01,"350"
"reading",6,7,0.857142857142857,2,2023-09-01,"350"
"la",6,7,0.857142857142857,2,2023-09-01,"350"
"spelling",8,7,1.14285714285714,2,2023-09-01,"350"
"vocab",6,7,0.857142857142857,2,2023-09-01,"350"
"phonics",6,7,0.857142857142857,2,2023-09-01,"350"
"cp",NA,12,0,2,2023-09-01,"736"
"math",15,19,0.789473684210526,2,2023-09-01,"736"
"writing",18,19,0.947368421052632,2,2023-09-01,"736"
"reading",6,8,0.75,2,2023-09-01,"736"
"la",8,8,1,2,2023-09-01,"736"
"spelling",6,8,0.75,2,2023-09-01,"736"
"vocab",10,8,1.25,2,2023-09-01,"736"
"phonics",12,8,1.5,2,2023-09-01,"736"
"cp",NA,NA,NA,3,2023-09-01,"722"
"math",19,19,1,3,2023-09-01,"722"
"writing",14,19,0.736842105263158,3,2023-09-01,"722"
"languagearts",8,8,1,3,2023-09-01,"722"
"reading",7,8,0.875,3,2023-09-01,"722"
"sightwords",8,8,1,3,2023-09-01,"722"
"spelling",8,8,1,3,2023-09-01,"722"
"cp",NA,19,NA,3,2023-09-01,"430"
"math",18,19,0.947368421052632,3,2023-09-01,"430"
"writing",16,19,0.842105263157895,3,2023-09-01,"430"
"reading",9,9,1,3,2023-09-01,"430"
"la",8,9,0.888888888888889,3,2023-09-01,"430"
"spelling",11,9,1.22222222222222,3,2023-09-01,"430"
"vocab",13,9,1.44444444444444,3,2023-09-01,"430"
"phonics",9,9,1,3,2023-09-01,"430"
"cp",NA,NA,NA,3,2023-09-01,"965"
"math",12,19,0.631578947368421,3,2023-09-01,"965"
"writing",12,19,0.631578947368421,3,2023-09-01,"965"
"reading",9,9,1,3,2023-09-01,"965"
"la",8,9,0.888888888888889,3,2023-09-01,"965"
"spelling",11,9,1.22222222222222,3,2023-09-01,"965"
"vocab",9,9,1,3,2023-09-01,"965"
"phonics",5,9,0.555555555555556,3,2023-09-01,"965"
"cp",NA,NA,NA,3,2023-09-01,"872"
"math",13,14,0.928571428571429,3,2023-09-01,"872"
"writing",9,14,0.642857142857143,3,2023-09-01,"872"
"reading",5,7,0.714285714285714,3,2023-09-01,"872"
"la",5,7,0.714285714285714,3,2023-09-01,"872"
"spelling",7,7,1,3,2023-09-01,"872"
"vocab",5,7,0.714285714285714,3,2023-09-01,"872"
"phonics",6,7,0.857142857142857,3,2023-09-01,"872"
"cp",NA,NA,NA,3,2023-09-01,"539"
"math",18,15,1.2,3,2023-09-01,"539"
"la",6,8,0.75,3,2023-09-01,"539"
"reading",10,8,1.25,3,2023-09-01,"539"
"wordproblems",8,8,1,3,2023-09-01,"539"
"spelling",9,8,1.125,3,2023-09-01,"539"
"sightwords",8,8,1,3,2023-09-01,"539"
"phonics",7,8,0.875,3,2023-09-01,"539"
"cp",NA,NA,NA,3,2023-09-01,"191"
"math",22,20,1.1,3,2023-09-01,"191"
"writing",16,20,0.8,3,2023-09-01,"191"
"reading",8,10,0.8,3,2023-09-01,"191"
"la",9,10,0.9,3,2023-09-01,"191"
"spelling",10,10,1,3,2023-09-01,"191"
"vocab",8,10,0.8,3,2023-09-01,"191"
"phonics",8,10,0.8,3,2023-09-01,"191"
"cp",NA,11,0,3,2023-09-01,"753"
"math",24,19,1.26315789473684,3,2023-09-01,"753"
"writing",18,19,0.947368421052632,3,2023-09-01,"753"
"reading",6,9,0.666666666666667,3,2023-09-01,"753"
"la",7,9,0.777777777777778,3,2023-09-01,"753"
"spelling",7,9,0.777777777777778,3,2023-09-01,"753"
"vocab",7,9,0.777777777777778,3,2023-09-01,"753"
"phonics",6,9,0.666666666666667,3,2023-09-01,"753"
"cp",13,19,0.684210526315789,3,2023-09-01,"172"
"math",40,19,2.10526315789474,3,2023-09-01,"172"
"writing",26,19,1.36842105263158,3,2023-09-01,"172"
"reading",8,9,0.888888888888889,3,2023-09-01,"172"
"la",9,9,1,3,2023-09-01,"172"
"spelling",10,9,1.11111111111111,3,2023-09-01,"172"
"vocab",9,9,1,3,2023-09-01,"172"
"phonics",8,9,0.888888888888889,3,2023-09-01,"172"
"mathalg",13,19,0.684210526315789,4,2023-09-01,"656"
"reading",14,8,1.75,4,2023-09-01,"656"
"writing",16,19,0.842105263157895,4,2023-09-01,"656"
"geography",4,8,0.5,4,2023-09-01,"656"
"la",21,8,2.625,4,2023-09-01,"656"
"science",6,19,0.315789473684211,4,2023-09-01,"656"
"testprep",3,19,0.157894736842105,4,2023-09-01,"656"
"algebra",15,19,0.789473684210526,4,2023-09-01,"656"
"geometry",10,19,0.526315789473684,4,2023-09-01,"656"
"wordproblems",12,19,0.631578947368421,4,2023-09-01,"656"
"phonics",7,8,0.875,4,2023-09-01,"656"
"vocab",12,8,1.5,4,2023-09-01,"656"
"spelling",10,8,1.25,4,2023-09-01,"656"
"math",8,9,0.888888888888889,4,2023-09-01,"130"
"writing",8,9,0.888888888888889,4,2023-09-01,"130"
"reading",5,4,1.25,4,2023-09-01,"130"
"la",4,4,1,4,2023-09-01,"130"
"spelling",3,4,0.75,4,2023-09-01,"130"
"vocab",5,4,1.25,4,2023-09-01,"130"
"phonics",4,4,1,4,2023-09-01,"130"
"math",11,19,0.578947368421053,4,2023-09-01,"298"
"writing",15,19,0.789473684210526,4,2023-09-01,"298"
"reading",7,9,0.777777777777778,4,2023-09-01,"298"
"la",7,9,0.777777777777778,4,2023-09-01,"298"
"spelling",10,9,1.11111111111111,4,2023-09-01,"298"
"vocab",13,9,1.44444444444444,4,2023-09-01,"298"
"phonics",9,9,1,4,2023-09-01,"298"
"math",23,19,1.21052631578947,4,2023-09-01,"78"
"writing",21,19,1.10526315789474,4,2023-09-01,"78"
"reading",9,9,1,4,2023-09-01,"78"
"la",8,9,0.888888888888889,4,2023-09-01,"78"
"spelling",11,9,1.22222222222222,4,2023-09-01,"78"
"vocab",13,9,1.44444444444444,4,2023-09-01,"78"
"phonics",8,9,0.888888888888889,4,2023-09-01,"78"
"math",18,19,0.947368421052632,4,2023-09-01,"163"
"writing",14,19,0.736842105263158,4,2023-09-01,"163"
"reading",9,9,1,4,2023-09-01,"163"
"la",8,9,0.888888888888889,4,2023-09-01,"163"
"spelling",11,9,1.22222222222222,4,2023-09-01,"163"
"vocab",13,9,1.44444444444444,4,2023-09-01,"163"
"phonics",7,9,0.777777777777778,4,2023-09-01,"163"
"math",13,19,0.684210526315789,4,2023-09-01,"392"
"writing",26,19,1.36842105263158,4,2023-09-01,"392"
"reading",8,9,0.888888888888889,4,2023-09-01,"392"
